# XDI/1.0 Demeter/0.9.25
# Element.edge:                  L3
# Element.symbol:                Au
# Column.1:                      energy eV
# Column.2:                      data
# Column.3:                      fit
# Column.4:                      residual
# Column.5:                      Au_foil
# Column.6:                      Au3_Cl_aq
# Column.7:                      Au_sulphide
# Athena.e0:                     11919.083
# Athena.eshift:                 -0.24
# Athena.rbkg:                   1.0
# Athena.importance:             1
# Athena.standard:               None
# Athena.bkg_kweight:            1
# Athena.edge_step:              0.2304079
# Athena.fixed_step:             no
# Athena.pre_edge_range:         -150 -30
# Athena.pre_edge_line:          5.660390 - 0.000506667 * E
# Athena.normalization_range:    50 950.124674070001
# Athena.post_edge_polynomial:   13.885961 - 0.00183966 * E + 5.55588387e-008 * E^2 + 0 * E^3
# Athena.spline_range_energy:    0.000 970.120
# Athena.clamps:                 0 24
# Athena.spline_range_k:         0.000 15.957
# Athena.kweight:                1
# Athena.window:                 kaiser-bessel
# Athena.phase_correction:       no
# Athena.k_range:                2 10.35
# Athena.dk:                     1
# Athena.r_range:                1 3
# Athena.dr:                     0.2
# Athena.window:                 kaiser-bessel
# Athena.plot_multiplier:        1
# Athena.y_offset:               0
# ///
# LCF fit of 7.03 as flattened mu(E) from 11899.083 to 11979.083
# Fit included 118 data points and 2 variables, and approximately 15.284 measurements
# Weights sum to 1: yes
# Weights forced between 0 and 1: yes
# Overall e0 shift used: no
# Noise added to data: 0
# R-factor = 0.0259407
# Chi-square = 0.00381
# Reduced chi-square = 0.0000325
# .    standard             weight           e0
# ========================================================
# .   Au foil               0.325 (0.017)    0.000 (0.000)
# .   Au3 Cl aq             0.486 (0.004)    0.000 (0.000)
# .   Au sulphide           0.189 (0.018)    0.000 (0.000)
# .         sum ........... 1.000
#------------------------
#  energy data fit residual Au3_Cl_aq Au_sulphide Au_foil
  11719.871       0.99572488E-02   0.80945038E-02  -0.18627450E-02   0.35836493E-02   0.23279934E-02   0.21828611E-02
  11729.950       0.73087649E-02   0.67424173E-02  -0.56634757E-03   0.28218977E-02   0.20291047E-02   0.18914149E-02
  11739.507       0.77881559E-02   0.58379698E-02  -0.19501861E-02   0.24580413E-02   0.17346558E-02   0.16452727E-02
  11749.800       0.38230449E-02   0.46630052E-02   0.83996031E-03   0.19873448E-02   0.13390255E-02   0.13366350E-02
  11759.961       0.29063433E-02   0.36292657E-02   0.72292246E-03   0.14476769E-02   0.11327455E-02   0.10488433E-02
  11769.718       0.18616490E-02   0.26573576E-02   0.79570857E-03   0.11619486E-02   0.77438304E-03   0.72102600E-03
  11780.125       0.29496337E-02   0.21933970E-02  -0.75623676E-03   0.98875073E-03   0.69607077E-03   0.50857548E-03
  11789.705       0.40761354E-03   0.10398690E-02   0.63225543E-03   0.47156923E-03   0.26445735E-03   0.30384238E-03
  11799.633      -0.78870576E-05   0.15244550E-03   0.16033255E-03   0.13961595E-03   0.27129376E-04  -0.14299824E-04
  11809.821      -0.10375451E-02  -0.10832875E-02  -0.45742399E-04  -0.62288094E-03  -0.23849968E-03  -0.22190687E-03
  11819.784      -0.16141777E-02  -0.14438813E-02   0.17029640E-03  -0.61193623E-03  -0.41319898E-03  -0.41874607E-03
  11829.611      -0.15005790E-02  -0.20294948E-02  -0.52891578E-03  -0.88246479E-03  -0.58951344E-03  -0.55751656E-03
  11839.791      -0.11149456E-02  -0.26012497E-02  -0.14863041E-02  -0.11704300E-02  -0.69350912E-03  -0.73731056E-03
  11849.713      -0.24735172E-02  -0.30490833E-02  -0.57556615E-03  -0.14227844E-02  -0.91092525E-03  -0.71537368E-03
  11859.377      -0.30653074E-02  -0.29727332E-02   0.92574245E-04  -0.14620199E-02  -0.79355047E-03  -0.71716276E-03
  11869.915      -0.29416284E-02  -0.18502236E-02   0.10914049E-02  -0.78511094E-03  -0.74698756E-03  -0.31812506E-03
  11879.521       0.48613620E-03   0.44647945E-03  -0.39656752E-04   0.63318916E-03  -0.50657547E-03   0.31986576E-03
  11889.695       0.80505549E-02   0.61807746E-02  -0.18697803E-02   0.38915855E-02   0.51739178E-03   0.17717972E-02
  11890.126       0.67529378E-02   0.64794579E-02  -0.27347985E-03   0.40029572E-02   0.59785180E-03   0.18786489E-02
  11890.495       0.85053372E-02   0.67445539E-02  -0.17607833E-02   0.41534580E-02   0.61902867E-03   0.19720672E-02
  11890.926       0.78431723E-02   0.71870517E-02  -0.65612059E-03   0.43886129E-02   0.72449350E-03   0.20739453E-02
  11891.449       0.87384758E-02   0.76213124E-02  -0.11171634E-02   0.46341274E-02   0.81753583E-03   0.21696492E-02
  11892.034       0.88721802E-02   0.83759337E-02  -0.49624656E-03   0.49967744E-02   0.97937089E-03   0.23997884E-02
  11892.680       0.10265082E-01   0.86407920E-02  -0.16242901E-02   0.51990828E-02   0.92234083E-03   0.25193684E-02
  11893.204       0.92633028E-02   0.91366674E-02  -0.12663544E-03   0.54566342E-02   0.10224967E-02   0.26575365E-02
  11893.819       0.11744714E-01   0.96128114E-02  -0.21319027E-02   0.57481529E-02   0.10409409E-02   0.28237176E-02
  11894.343       0.11405353E-01   0.10222292E-01  -0.11830613E-02   0.61935922E-02   0.10186926E-02   0.30100072E-02
  11894.805       0.11986640E-01   0.10836810E-01  -0.11498300E-02   0.64207687E-02   0.12205710E-02   0.31954706E-02
  11895.236       0.12806288E-01   0.11155471E-01  -0.16508176E-02   0.65019510E-02   0.13614761E-02   0.32920434E-02
  11895.636       0.11672311E-01   0.11612325E-01  -0.59986285E-04   0.67260265E-02   0.14765704E-02   0.34097280E-02
  11895.975       0.13877915E-01   0.12275411E-01  -0.16025043E-02   0.72296837E-02   0.14760702E-02   0.35696569E-02
  11896.406       0.14904602E-01   0.13176583E-01  -0.17280188E-02   0.77276432E-02   0.16923684E-02   0.37565719E-02
  11896.899       0.16247452E-01   0.13935297E-01  -0.23121558E-02   0.82890630E-02   0.17187709E-02   0.39274627E-02
  11897.546       0.16515331E-01   0.14983232E-01  -0.15320992E-02   0.87996486E-02   0.19982726E-02   0.41853103E-02
  11898.193       0.16480335E-01   0.16062567E-01  -0.41776811E-03   0.93564971E-02   0.21688351E-02   0.45372349E-02
  11898.686       0.16732048E-01   0.17009416E-01   0.27736802E-03   0.99573735E-02   0.22964196E-02   0.47556227E-02
  11899.271       0.17827080E-01   0.17969298E-01   0.14221802E-03   0.10428085E-01   0.24799771E-02   0.50612357E-02
  11899.826       0.20156324E-01   0.19159940E-01  -0.99638427E-03   0.11104786E-01   0.27034560E-02   0.53516978E-02
  11900.412       0.21611299E-01   0.20303960E-01  -0.13073390E-02   0.11718218E-01   0.28852937E-02   0.57004488E-02
  11900.997       0.22905755E-01   0.21660343E-01  -0.12454120E-02   0.12549783E-01   0.31071814E-02   0.60033785E-02
  11901.552       0.23598433E-01   0.22899420E-01  -0.69901315E-03   0.13238424E-01   0.33139415E-02   0.63470545E-02
  11901.984       0.25463243E-01   0.23981612E-01  -0.14816305E-02   0.13908761E-01   0.34136240E-02   0.66592276E-02
  11902.385       0.26525374E-01   0.25049937E-01  -0.14754366E-02   0.14585234E-01   0.35491541E-02   0.69155490E-02
  11902.724       0.28898989E-01   0.25831585E-01  -0.30674043E-02   0.14928629E-01   0.37481436E-02   0.71548126E-02
  11903.125       0.29021463E-01   0.27072248E-01  -0.19492147E-02   0.15517547E-01   0.40202132E-02   0.75344884E-02
  11903.556       0.31875235E-01   0.28485106E-01  -0.33901294E-02   0.16337218E-01   0.42037387E-02   0.79441496E-02
  11904.142       0.32741310E-01   0.30937251E-01  -0.18040598E-02   0.17918830E-01   0.44635954E-02   0.85548251E-02
  11904.667       0.34283178E-01   0.34278450E-01  -0.47278254E-05   0.20357118E-01   0.48519814E-02   0.90693502E-02
  11905.253       0.35733726E-01   0.36903504E-01   0.11697783E-02   0.21968935E-01   0.52494309E-02   0.96851380E-02
  11905.746       0.38572441E-01   0.38355163E-01  -0.21727755E-03   0.22785292E-01   0.53535462E-02   0.10216325E-01
  11906.302       0.39447528E-01   0.40501552E-01   0.10540247E-02   0.23961863E-01   0.56292129E-02   0.10910477E-01
  11906.795       0.43421664E-01   0.43093287E-01  -0.32837761E-03   0.25564439E-01   0.60161089E-02   0.11512739E-01
  11907.258       0.46838148E-01   0.46376504E-01  -0.46164432E-03   0.27622570E-01   0.65401284E-02   0.12213806E-01
  11907.690       0.47750929E-01   0.48757149E-01   0.10062200E-02   0.28764054E-01   0.69452933E-02   0.13047801E-01
  11908.030       0.51802288E-01   0.51513090E-01  -0.28919778E-03   0.30586302E-01   0.72879598E-02   0.13638829E-01
  11908.400       0.56588240E-01   0.54791659E-01  -0.17965806E-02   0.32757816E-01   0.76493936E-02   0.14384450E-01
